species_name,latitude_centroid_from_roll_et_al_2017,insular_endemic,maximum_svl,female_svl,activity_time,smallest_clutch,largest_clutch
Stenocercus_angulifer,-1.75,no,96,NA,NA,2,2
Stenocercus_apurimacus,-13.54,no,84,NA,NA,NA,NA
Stenocercus_arndti,-6.23,no,90,NA,Diurnal,NA,NA
Stenocercus_azureus,-29.85,no,83,62.9,Diurnal,2,9
Stenocercus_boettgeri,-10.38,no,108,NA,NA,NA,NA
Stenocercus_bolivarensis,2.58,no,90,NA,Diurnal,NA,NA
Stenocercus_cadlei,-1.35,no,85,70.1,Diurnal,2,2
Stenocercus_caducus,-18.5,no,93,77,Diurnal,2,4
Stenocercus_carrioni,-4.04,no,74,63.5,NA,NA,NA
Stenocercus_chinchaoensis,-9.81,no,86,71,Diurnal,2,2
Stenocercus_chlorostictus,-6.13,no,75,NA,NA,NA,NA
Stenocercus_chota,0.49,no,97,60,NA,2,2
Stenocercus_chrysopygus,-9.83,no,80,64.3,NA,5,6
Stenocercus_crassicaudatus,-12.56,no,95,79.5,NA,NA,NA
Stenocercus_cupreus,-9.17,no,78,54.5,Diurnal,2,5
Stenocercus_doellojuradoi,-28.38,no,80,71.5,NA,6,7
Stenocercus_dumerilii,-3.51,no,112,NA,Diurnal,2,6
Stenocercus_empetrus,-7.25,no,103,83.5,NA,6,6
Stenocercus_erythrogaster,9.65,no,91,NA,Diurnal,NA,NA
Stenocercus_eunetopsis,-6.82,no,83,68.5,Diurnal,2,2
Stenocercus_festae,-3.12,no,102,71.5,NA,NA,NA
Stenocercus_fimbriatus,-7.47,no,91,NA,NA,1,6
Stenocercus_formosus,-10.9,no,89,74.8,NA,NA,NA
Stenocercus_frittsi,-13.7,no,79,NA,NA,NA,NA
Stenocercus_guentheri,-0.36,no,96,63.8,Diurnal,2,2
Stenocercus_haenschi,-1.77,no,76,NA,NA,NA,NA
Stenocercus_huancabambae,-5.61,no,99,68.5,Diurnal,2,2
Stenocercus_humeralis,-4.04,no,112,99,Diurnal,4,4
Stenocercus_imitator,-6.4,no,100,78.5,NA,2,5
Stenocercus_iridescens,-1.08,no,99,NA,NA,NA,NA
Stenocercus_ivitus,-5.33,no,65,64.5,Diurnal,NA,NA
Stenocercus_johaberfellneri,-9.92,no,57,NA,Diurnal,NA,NA
Stenocercus_lache,6.47,no,88,NA,NA,2,2
Stenocercus_latebrosus,-7.59,no,76,NA,Diurnal,NA,NA
Stenocercus_limitaris,-4.04,no,97,NA,Diurnal,NA,NA
Stenocercus_marmoratus,-19.53,no,83,NA,Diurnal,NA,NA
Stenocercus_melanopygus,-7.19,no,85,60.5,NA,5,7
Stenocercus_modestus,-12.07,no,72,NA,NA,NA,NA
Stenocercus_nigromaculatus,-5.24,no,78.4,59.5,Diurnal,NA,NA
Stenocercus_nubicola,-5.32,no,72,NA,Diurnal,NA,NA
Stenocercus_ochoai,-13.29,no,95,69,Diurnal,NA,NA
Stenocercus_omari,-6.75,no,69,67,Diurnal,7,10
Stenocercus_orientalis,-6.04,no,79,63.8,Diurnal,NA,NA
Stenocercus_ornatissimus,-11.73,no,75,58.5,NA,2,2
Stenocercus_ornatus,-4.14,no,85,61,NA,2,2
Stenocercus_pectinatus,-35.31,no,80,60,NA,NA,NA
Stenocercus_percultus,-5.9,no,107,79.5,Diurnal,2,2
Stenocercus_praeornatus,-11.62,no,100,NA,NA,NA,NA
Stenocercus_prionotus,-12.01,no,93,81.5,Diurnal,2,2
Stenocercus_puyango,-4.63,no,115,73.5,Diurnal,2,2
Stenocercus_quinarius,-13.53,no,90,79.8,NA,NA,NA
Stenocercus_rhodomelas,-3.31,no,98,NA,NA,NA,NA
Stenocercus_roseiventris,-14.68,no,101,93.5,Diurnal,1,2
Stenocercus_santander,7.11,no,96,NA,NA,4,4
Stenocercus_scapularis,-12.38,no,92,81,NA,NA,NA
Stenocercus_simonsii,-3.37,no,88,76,NA,NA,NA
Stenocercus_sinesaccus,-14.34,no,81,81,NA,NA,NA
Stenocercus_squarrosus,-8.79,no,88,83.4,Diurnal,NA,NA
Stenocercus_stigmosus,-6.32,no,68,NA,Diurnal,NA,NA
Stenocercus_torquatus,-11.04,no,84,66.5,NA,2,2
Stenocercus_trachycephalus,5.35,no,90,69.4,NA,2,2
Stenocercus_tricristatus,NA,no,88,88,NA,NA,NA
Stenocercus_variabilis,-11.33,no,94,NA,NA,NA,NA
Stenocercus_varius,-0.33,no,85,79,Diurnal,2,2
Stenodactylus_affinis,31,no,68.1,53.6,Nocturnal,NA,NA
Stenodactylus_arabicus,22.93,no,42.1,NA,Nocturnal,1,1
Stenodactylus_doriae,23.69,no,83,63.2,Nocturnal,1,2
Stenodactylus_grandiceps,33,no,57,54.2,Nocturnal,2,2
Stenodactylus_leptocosymbotes,20.46,no,80,70.4,Nocturnal,2,2
Stenodactylus_mauritanicus,31.55,no,29,NA,Nocturnal,1,1
Stenodactylus_petrii,22.86,no,71,58.1,Nocturnal,2,2
Stenodactylus_pulcher,14.8,no,50,NA,Nocturnal,NA,NA
Stenodactylus_sharqiyahensis,21.6,no,35,31.2,Nocturnal,NA,NA
Stenodactylus_slevini,26.24,no,88,NA,Nocturnal,2,2
Stenodactylus_stenurus,32.28,no,56.3,46.5,Nocturnal,NA,NA
Stenodactylus_sthenodactylus,21.65,no,60,49.1,Nocturnal,1,2
Stenodactylus_yemenensis,14.64,no,60,NA,Nocturnal,NA,NA
Stenolepis_ridleyi,-8.3,no,45,NA,NA,NA,NA
Strobilurus_torquatus,-7.57,no,107,85.8,Diurnal,2,3
Strophurus_assimilis,-30.91,no,78,62,Nocturnal,2,2
Strophurus_ciliaris,-22.32,no,90,75.6,Nocturnal,2,2
Strophurus_congoo,-17.49,no,49.1,47,Nocturnal,NA,NA
Strophurus_elderi,-25.91,no,51,45,Nocturnal,1,2
Strophurus_horneri,-12.91,no,45,35.7,Nocturnal,NA,NA
Strophurus_intermedius,-31.81,no,79.9,66.2,Nocturnal,2,2
Strophurus_jeanae,-21.81,no,50,NA,Nocturnal,2,2
Strophurus_krisalys,-21.13,no,76,NA,Nocturnal,2,2
Strophurus_mcmillani,-15.35,no,53,NA,Nocturnal,NA,NA
Strophurus_michaelseni,-28.73,no,66,56,Nocturnal,2,2
Strophurus_rankini,-23.44,no,63,56.4,Nocturnal,2,2
Strophurus_robinsoni,-16.09,no,56,NA,Nocturnal,NA,NA
Strophurus_spinigerus,-31.72,no,79.4,60.9,Nocturnal,1,2
Strophurus_strophurus,-25.69,no,76.1,69.1,Nocturnal,1,2
Strophurus_taeniatus,-17.98,no,50,NA,Nocturnal,2,2
Strophurus_taenicauda,-25.03,no,73.2,64.9,Nocturnal,2,2
Strophurus_trux,-22.81,no,48.8,47.8,Nocturnal,NA,NA
Strophurus_wellingtonae,-26.37,no,85,NA,Nocturnal,NA,NA
Strophurus_williamsi,-25.2,no,70,65,Nocturnal,1,2
Strophurus_wilsoni,-24.51,no,60,53.3,Nocturnal,1,2
Tachygyia_microlepis,-21.2,yes,177,NA,NA,NA,NA
Takydromus_albomaculosus,24.69,no,70.9,70.9,Diurnal,NA,NA
Takydromus_amurensis,44.39,no,80,51.7,Diurnal,1,8
Takydromus_dorsalis,24.37,yes,70,65.4,Diurnal,1,3
Takydromus_formosanus,23.48,yes,64,48.6,Diurnal,2,3
Takydromus_hani,16.3,no,79,79,Diurnal,NA,NA
Takydromus_haughtonianus,26.16,no,60,NA,Diurnal,NA,NA
Takydromus_hsuehshanensis,24.39,yes,72,60.8,Diurnal,2,4
Takydromus_intermedius,26.66,no,62,51.6,Diurnal,NA,NA
Takydromus_khasiensis,25.9,no,75,52,Diurnal,2,2
Takydromus_kuehnei,24.13,no,65.5,55.2,Diurnal,1,4
Takydromus_luyeanus,23.01,yes,54.2,48.5,Diurnal,2,3
Takydromus_madaensis,11.31,no,47.8,47.8,Diurnal,NA,NA
Takydromus_sauteri,22.9,yes,76.5,65.8,Diurnal,1,4
Takydromus_septentrionalis,31.26,no,80,60.7,Diurnal,1,6
Takydromus_sexlineatus,13.91,no,70,55.8,Diurnal,1,5
Takydromus_sikkimensis,27.19,no,60,NA,Diurnal,NA,NA
Takydromus_smaragdinus,27.29,yes,65,50.4,Diurnal,1,2
Takydromus_stejnegeri,24.03,yes,62,54.4,Diurnal,1,4
Takydromus_sylvaticus,28.55,no,58,44.8,Diurnal,3,3
Takydromus_tachydromoides,37.64,yes,70,50.9,Diurnal,1,9
Takydromus_toyamai,24.78,yes,54.9,54.9,Diurnal,2,2
Takydromus_viridipunctatus,24.84,yes,59.5,51,Diurnal,2,3
Takydromus_wolteri,38.55,no,66,49.9,Diurnal,1,9
Tarentola_albertschwartzi,NA,yes,137,137,NA,NA,NA
Tarentola_americana,21.78,yes,120,92.2,NA,1,2
Tarentola_angustimentalis,28.62,yes,80,60.5,Nocturnal,1,2
Tarentola_annularis,16.96,no,140,89,Nocturnal,1,2
Tarentola_bischoffi,30.15,yes,60,NA,Nocturnal,NA,NA
Tarentola_boavistensis,16.09,yes,79,59.9,NA,1,2
Tarentola_bocagei,16.59,yes,65.5,55.8,NA,NA,NA
Tarentola_boehmei,29.43,no,81.5,63.4,Nocturnal,1,2
Tarentola_boettgeri,27.93,yes,74.5,59,Nocturnal,1,2
Tarentola_caboverdiana,17.01,yes,73,NA,NA,NA,NA
Tarentola_chazaliae,26.97,no,74,NA,Nocturnal,1,2
Tarentola_crombiei,20.01,yes,57.8,48.4,Nocturnal,1,2
Tarentola_darwini,15.13,yes,80,56.7,NA,1,1
Tarentola_delalandii,28.39,yes,84,51.4,Cathemeral,1,2
Tarentola_deserti,32.8,no,103.3,68.5,Nocturnal,2,2
Tarentola_ephippiata,14.76,no,130,85.6,Nocturnal,1,2
Tarentola_fascicularis,30.18,no,86,53,Nocturnal,2,2
Tarentola_fogoensis,14.93,yes,69.5,55.5,NA,NA,NA
Tarentola_gigas,16.63,yes,155,NA,Nocturnal,2,2
Tarentola_gomerensis,28.11,yes,76,NA,Nocturnal,1,2
Tarentola_maioensis,15.21,yes,71,NA,NA,1,2
Tarentola_mauritanica,36.68,no,86,52.8,Cathemeral,1,3
Tarentola_mindiae,29.67,no,81,NA,Nocturnal,2,2
Tarentola_neglecta,27.82,no,73.2,61.2,Nocturnal,1,1
Tarentola_nicolauensis,16.62,yes,71,58.3,NA,NA,NA
Tarentola_parvicarinata,15.81,no,97,NA,Nocturnal,NA,NA
Tarentola_pastoria,10.33,no,110,NA,Nocturnal,NA,NA
Tarentola_protogigas,14.87,yes,98.5,61.7,NA,1,2
Tarentola_raziana,16.73,yes,49.3,NA,NA,NA,NA
Tarentola_rudis,15.29,yes,83,66.9,NA,1,2
Tarentola_substituta,16.84,yes,65.5,51.1,Nocturnal,NA,NA
Techmarscincus_jigurru,-17.39,no,80,74.3,Diurnal,3,4
Teira_dugesii,32.76,yes,81,60.9,Diurnal,1,5
Teius_oculatus,-31.7,no,120,98.4,Diurnal,2,8
Teius_suquiensis,-30.35,no,125,107.1,Diurnal,1,8
Teius_teyou,-25.99,no,150,100.3,Diurnal,1,8
Tenuidactylus_bogdanovi,37.09,no,72,60.2,Nocturnal,1,2
Tenuidactylus_caspius,38.89,no,80,56.9,Cathemeral,1,2
Tenuidactylus_dadunensis,42.87,no,53.9,51.5,Nocturnal,2,2
Tenuidactylus_elongatus,40.58,no,56.8,50,Nocturnal,2,2
Tenuidactylus_fedtschenkoi,39.35,no,77,61.7,Cathemeral,1,2
Tenuidactylus_longipes,33.38,no,68.8,57.7,Cathemeral,1,2
Tenuidactylus_turcmenicus,36.13,no,80,60.8,Nocturnal,2,2
Tenuidactylus_voraginosus,31.4,no,64.5,57.6,Nocturnal,NA,NA
Teratoscincus_bedriagai,32.99,no,73.4,73.4,Nocturnal,NA,NA
Teratoscincus_keyserlingii,31.32,no,116.5,NA,Nocturnal,2,2
Teratoscincus_microlepis,29.28,no,77,75,Nocturnal,1,2
Teratoscincus_przewalskii,41.39,no,97,76.6,Nocturnal,1,2
Teratoscincus_roborowskii,42.65,no,95,82.4,Nocturnal,1,2
Teratoscincus_scincus,41.85,no,120,77.2,Nocturnal,1,2
Teratoscincus_sistanense,30.99,no,86.4,77.35,Nocturnal,NA,NA
Tetradactylus_africanus,-28.47,no,87.5,87.5,Diurnal,2,5
Tetradactylus_breyeri,-25.02,no,72,NA,Diurnal,1,2
Tetradactylus_eastwoodae,-23.83,no,64,NA,NA,NA,NA
Tetradactylus_ellenbergeri,-10.66,no,72,64.5,Diurnal,2,5
Tetradactylus_seps,-32.52,no,68,NA,Diurnal,2,3
Tetradactylus_tetradactylus,-32.78,no,73.4,NA,Diurnal,3,5
Tetradactylus_udzungwensis,-8.29,no,66.5,66.5,Diurnal,2,2
Thaumatorhynchus_brooksi,-2.61,yes,60,NA,Diurnal,NA,NA
Thecadactylus_oskrobapreinorum,18.07,yes,99,94,Nocturnal,1,1
Thecadactylus_rapicauda,-0.1,no,126,110.1,Nocturnal,1,2
Thecadactylus_solimoensis,-5.65,no,126,103.9,Nocturnal,1,1
Tiliqua_adelaidensis,-33.84,no,107,95.8,Diurnal,1,4
Tiliqua_gigas,-5.23,yes,343,265,Diurnal,4,13
Tiliqua_multifasciata,-22.07,no,300,233.6,Cathemeral,2,10
Tiliqua_nigrolutea,-37.14,no,368,287.5,Diurnal,1,15
Tiliqua_occipitalis,-30.27,no,320,272.7,Diurnal,2,10
Tiliqua_rugosa,-30.63,no,350,260,Diurnal,1,4
Tiliqua_scincoides,-24.12,no,380,312.5,Diurnal,1,25
Timon_kurdistanicus,36.95,no,131,118,Diurnal,NA,NA
Timon_lepidus,41.25,no,260,150,Diurnal,2,25
Timon_nevadensis,37.76,no,217,179.7,Diurnal,5,24
Timon_pater,35.82,no,170,123.7,Diurnal,2,20
Timon_princeps,33.67,no,148,126.9,Diurnal,4,10
Timon_tangitanus,34.55,no,137,NA,Diurnal,10,10
Toenayar_novemcarinata,6.7,no,100,NA,Diurnal,NA,NA
Toropuku_stephensi,-36.79,yes,85,74.1,Nocturnal,1,2
Tracheloptychus_madagascariensis,-23.58,yes,90,NA,Diurnal,3,3
Tracheloptychus_petersi,-22.36,yes,97,NA,Diurnal,NA,NA
Trachydactylus_hajarensis,23.08,no,50,45,Nocturnal,1,2
Trachydactylus_spatalurus,16,no,70,55.5,Nocturnal,1,2
Trachylepis_acutilabris,-17.73,no,60,51.2,Diurnal,3,6
Trachylepis_adamastor,1.37,yes,112,104.9,Diurnal,NA,NA
Trachylepis_affinis,5.86,no,83,63.6,Diurnal,2,5
Trachylepis_albilabris,3.44,no,75,73,Diurnal,2,4
Trachylepis_albotaeniata,-5.17,yes,65,NA,Diurnal,3,4
Trachylepis_angolensis,-13.1,no,79.4,NA,NA,NA,NA
Trachylepis_atlantica,-3.86,yes,103.1,75.2,Diurnal,NA,NA
Trachylepis_aureopunctata,-22.47,yes,82,NA,Diurnal,NA,NA
Trachylepis_bayonii,-5.91,no,82,76,Diurnal,4,7
Trachylepis_bensonii,9.06,no,60,NA,Diurnal,NA,NA
Trachylepis_betsileana,NA,yes,177,NA,NA,NA,NA
Trachylepis_binotata,-16.03,no,130,64.2,Diurnal,NA,NA
Trachylepis_bocagii,-11.21,no,73,NA,NA,5,6
Trachylepis_boettgeri,-20.75,yes,55,51.3,NA,2,2
Trachylepis_boulengeri,-14.06,no,112,NA,Diurnal,3,8
Trachylepis_brauni,-9.77,no,82,NA,Diurnal,9,9
Trachylepis_brevicollis,9.61,no,180,112.7,Cathemeral,2,3
Trachylepis_buettneri,6.87,no,90,70.1,Diurnal,3,13
Trachylepis_capensis,-27.27,no,135,92.3,Diurnal,1,20
Trachylepis_casuarinae,-17.16,yes,93,NA,NA,NA,NA
Trachylepis_chimbana,-15.23,no,83.8,73,NA,NA,NA
Trachylepis_comorensis,-12.08,yes,112,89,Diurnal,5,5
Trachylepis_cristinae,12.19,yes,114,110,NA,NA,NA
Trachylepis_damarana,-20.4,no,67.7,NA,Diurnal,NA,NA
Trachylepis_depressa,-23.4,no,87,NA,Diurnal,7,7
Trachylepis_dichroma,-0.25,no,186,108.8,Diurnal,2,4
Trachylepis_dumasi,-21.91,yes,55,42.5,Diurnal,NA,NA
Trachylepis_elegans,-19.71,yes,69.9,57.1,Diurnal,NA,NA
Trachylepis_ferrarai,2.23,no,75,75,NA,NA,NA
Trachylepis_gonwouoi,4.47,no,80,75,NA,NA,NA
Trachylepis_gravenhorstii,-19.46,yes,94,64,Diurnal,2,5
Trachylepis_hemmingi,9.8,no,81,81,NA,NA,NA
Trachylepis_hildebrandtii,1.75,no,82,NA,NA,NA,NA
Trachylepis_hoeschi,-19.33,no,100,100,Diurnal,NA,NA
Trachylepis_homalocephala,-32.16,no,98,NA,Diurnal,2,10
Trachylepis_infralineata,-22.34,yes,108,NA,Diurnal,6,8
Trachylepis_irregularis,0.17,no,75,75,Diurnal,5,5
Trachylepis_keroanensis,9.28,no,61.5,NA,Diurnal,NA,NA
Trachylepis_lacertiformis,-17.26,no,54,NA,Diurnal,3,6
Trachylepis_laevigata,-24.08,no,56,NA,Diurnal,NA,NA
Trachylepis_laevis,-17.14,no,67.8,NA,Diurnal,NA,NA
Trachylepis_lavarambo,-13.32,yes,61,57.3,Diurnal,3,3
Trachylepis_loluiensis,-0.12,yes,96,87,Diurnal,NA,NA
Trachylepis_maculata,NA,no,86,NA,NA,NA,NA
Trachylepis_maculilabris,0.35,no,98,72.2,Diurnal,3,13
Trachylepis_madagascariensis,-19.98,yes,78,61.7,NA,5,5
Trachylepis_makolowodei,2.32,no,121,NA,NA,6,6
Trachylepis_margaritifera,-16.19,no,120,96.1,Diurnal,2,10
Trachylepis_megalura,-1.26,no,85,60,Diurnal,4,15
Trachylepis_mekuana,5.72,no,64,64,NA,NA,NA
Trachylepis_mlanjensis,-15.22,no,78,NA,Diurnal,NA,NA
Trachylepis_nancycoutuae,-21.8,yes,45,NA,NA,NA,NA
Trachylepis_nganghae,7.38,no,60,56,Diurnal,4,4
Trachylepis_occidentalis,-25.64,no,115,91,Diurnal,4,7
Trachylepis_ozorii,-1.43,yes,88,NA,Diurnal,NA,NA
Trachylepis_pendeana,7.03,no,81,79,Diurnal,NA,NA
Trachylepis_perrotetii,4.12,no,180,93.8,Diurnal,2,25
Trachylepis_planifrons,0.24,no,116,98.4,Diurnal,8,9
Trachylepis_polytropis,3.47,no,114,104.8,Diurnal,3,4
Trachylepis_principensis,1.65,yes,88.3,81.7,Diurnal,NA,NA
Trachylepis_pulcherrima,-9.02,no,121,NA,Diurnal,5,9
Trachylepis_punctatissima,-25.53,no,107,69,Diurnal,1,10
Trachylepis_punctulata,-22.54,no,60,NA,NA,NA,NA
Trachylepis_quinquetaeniata,10.93,no,151,81.7,Diurnal,2,15
Trachylepis_rodenburgi,7.52,no,75,NA,Diurnal,NA,NA
Trachylepis_sechellensis,-4.75,yes,107,83,Diurnal,2,6
Trachylepis_socotrana,12.49,yes,100,NA,Diurnal,NA,NA
Trachylepis_sparsa,-27.01,no,108,83.3,Diurnal,3,9
Trachylepis_spilogaster,-24.28,no,93,75.4,Diurnal,2,9
Trachylepis_striata,-8.35,no,113,81.4,Diurnal,2,20
Trachylepis_sulcata,-25.22,no,110,64.3,Diurnal,2,7
Trachylepis_tandrefana,-18.61,yes,58,54.1,NA,NA,NA
Trachylepis_tavaratra,-12.81,yes,62,57,Diurnal,5,5
Trachylepis_tessellata,17.32,no,100,60,Diurnal,1,4
Trachylepis_thomensis,0.28,yes,98.2,81.9,Diurnal,4,5
Trachylepis_varia,-11.14,no,71,59.9,Diurnal,1,14
Trachylepis_variegata,-28.03,no,57,40.9,Diurnal,1,12
Trachylepis_vato,-23.53,yes,55,NA,NA,8,8
Trachylepis_vezo,-23.56,yes,54,53,Diurnal,NA,NA
Trachylepis_volamenaloha,-18.91,yes,52,50.7,NA,NA,NA
Trachylepis_wingati,9.19,no,100,100,Diurnal,NA,NA
Trachylepis_wrightii,-4.41,yes,160,NA,Diurnal,2,7
Trapelus_agilis,33.04,no,116,80.6,Diurnal,2,12
Trapelus_agnetae,29.22,no,93.5,75.2,Diurnal,1,12
Trapelus_boehmei,25.56,no,113.7,NA,Diurnal,NA,NA
Trapelus_flavimaculatus,21.87,no,130,95.7,Diurnal,3,7
Trapelus_jayakari,21.48,no,153,111.5,Diurnal,NA,NA
Trapelus_megalonyx,30.73,no,75,68,Diurnal,4,6
Trapelus_mutabilis,24.04,no,98.8,69.6,Diurnal,5,12
Trapelus_rubrigularis,28.91,no,95,71.5,Diurnal,4,6
Trapelus_ruderatus,32.28,no,135,75.7,Diurnal,2,14
Trapelus_sanguinolentus,42.52,no,188,84.5,Diurnal,3,18
Trapelus_savignii,30.54,no,123,79.2,Diurnal,2,9
Trapelus_schmitzi,25.62,no,71,71,Diurnal,NA,NA
Trapelus_tournevillei,30.69,no,100,78.1,Diurnal,5,7
Tretioscincus_agilis,-0.4,no,62,47,Diurnal,NA,NA
Tretioscincus_bifasciatus,8.29,no,58,NA,Diurnal,NA,NA
Tretioscincus_oriximinensis,0.84,no,55,NA,Diurnal,NA,NA
Tribolonotus_annectens,-4.73,yes,50,49.5,NA,1,1
Tribolonotus_blanchardi,-6.23,yes,40,33.5,Diurnal,1,1
Tribolonotus_brongersmai,-2.09,yes,64,NA,NA,NA,NA
Tribolonotus_choiseulensis,-6.67,yes,47.8,40.2,NA,NA,NA
Tribolonotus_gracilis,-3.64,yes,103,93.5,Diurnal,1,1
Tribolonotus_novaeguineae,-3.03,yes,103,75,NA,1,1
Tribolonotus_parkeri,-5.4,yes,48.5,44.1,NA,NA,NA
Tribolonotus_ponceleti,-6.82,yes,125,112,Nocturnal,1,1
Tribolonotus_pseudoponceleti,-6.37,yes,76,52.4,Diurnal,1,1
Tribolonotus_schmidti,-9.62,yes,41,35.5,Diurnal,1,1
Trioceros_affinis,8.74,no,81,76.5,Diurnal,12,20
Trioceros_balebicornutus,6.74,no,76,69.2,Diurnal,16,16
Trioceros_bitaeniatus,2.84,no,92,84.8,Diurnal,3,25
Trioceros_camerunensis,4.02,no,90,75,NA,8,9
Trioceros_chapini,-0.46,no,80,NA,NA,NA,NA
Trioceros_conirostratus,2.92,no,67,NA,Diurnal,NA,NA
Trioceros_cristatus,1.92,no,160,144.5,Diurnal,11,37
Trioceros_deremensis,-6.27,no,165,154,NA,11,40
Trioceros_ellioti,-2.01,no,97,90.5,Diurnal,2,28
Trioceros_feae,3.47,yes,104,88,NA,NA,NA
Trioceros_fuelleborni,-9.04,no,105,81.3,NA,3,24
Trioceros_goetzei,-9.05,no,95,85,NA,6,10
Trioceros_hanangensis,-4.49,no,75.5,75.5,Diurnal,NA,NA
Trioceros_harennae,6.69,no,74.4,58.5,Diurnal,8,12
Trioceros_hoehnelii,-0.03,no,110.1,80,Diurnal,4,25
Trioceros_incornutus,-9.5,no,93,NA,NA,11,16
Trioceros_ituriensis,0.15,no,130,106.4,Diurnal,NA,NA
Trioceros_jacksonii,-1,no,167,107.3,Diurnal,5,57
Trioceros_johnstoni,0.16,no,130,103.5,NA,4,23
Trioceros_kinangopensis,-0.66,no,63,54.3,Diurnal,NA,NA
Trioceros_kinetensis,3.91,no,69,57,NA,8,8
Trioceros_laterispinis,-8.18,no,79,NA,Diurnal,16,16
Trioceros_marsabitensis,2.15,no,86,76,Diurnal,NA,NA
Trioceros_melleri,-12.07,no,288,240.1,Diurnal,15,91
Trioceros_montium,5.05,no,122,82.2,Diurnal,3,15
Trioceros_narraioca,2.66,no,86,61.7,Diurnal,NA,NA
Trioceros_ntunte,2.13,no,79,75.5,Diurnal,9,11
Trioceros_nyirit,1.32,no,91,72.9,Diurnal,NA,NA
Trioceros_oweni,0.4,no,148,130.4,Diurnal,9,19
Trioceros_perreti,5.08,no,86,NA,NA,8,8
Trioceros_pfefferi,5.7,no,95,74.2,NA,6,12
Trioceros_quadricornis,5.6,no,168,106,Diurnal,8,18
Trioceros_rudis,-1.34,no,75,64.7,Diurnal,8,15
Trioceros_schoutedeni,-3.41,no,64,NA,NA,NA,NA
Trioceros_schubotzi,-0.1,no,83,71.7,Diurnal,7,10
Trioceros_serratus,6.03,no,92,74.6,NA,7,11
Trioceros_sternfeldi,-3.23,no,88,77.3,Diurnal,4,15
Trioceros_tempeli,-8.7,no,113,NA,NA,15,28
Trioceros_werneri,-7.33,no,103,96,NA,15,23
Trioceros_wiedersheimi,6.01,no,100.5,85,NA,7,11
Trogonophis_wiegmanni,34.22,no,240,146.6,Cathemeral,2,5
Tropidophorus_assamensis,23.28,no,68,NA,Cathemeral,NA,NA
Tropidophorus_baconi,-3.76,yes,120,NA,NA,NA,NA
Tropidophorus_baviensis,19.33,no,92,84.1,Cathemeral,4,7
Tropidophorus_beccarii,3.22,yes,98,NA,Diurnal,4,4
Tropidophorus_berdmorei,20.29,no,97,82,Diurnal,11,12
Tropidophorus_boehmei,22.2,no,103.5,74.9,NA,NA,NA
Tropidophorus_brookei,3.08,yes,110,92.3,Diurnal,1,5
Tropidophorus_cocincinensis,15.69,no,101,81,Diurnal,6,9
Tropidophorus_davaoensis,7.42,yes,132,102,NA,2,7
Tropidophorus_grayi,11.76,yes,119.3,102.2,Diurnal,1,8
Tropidophorus_guangxiensis,23.94,no,64,NA,NA,NA,NA
Tropidophorus_hainanus,23.48,no,57.8,46.7,Diurnal,4,4
Tropidophorus_hangnam,16.3,no,101.2,NA,NA,NA,NA
Tropidophorus_iniquus,-0.68,yes,96,NA,NA,NA,NA
Tropidophorus_laotus,18.42,no,90,NA,Cathemeral,2,8
Tropidophorus_latiscutatus,18.08,no,102,97.9,Nocturnal,NA,NA
Tropidophorus_matsuii,15.88,no,94.1,NA,NA,NA,NA
Tropidophorus_microlepis,12.86,no,83,73.5,Cathemeral,7,9
Tropidophorus_micropus,1.15,yes,40,36.7,Diurnal,3,3
Tropidophorus_misaminius,8.08,yes,112.2,101,Cathemeral,3,3
Tropidophorus_mocquardii,2.31,yes,95,95,Diurnal,4,4
Tropidophorus_murphyi,22.64,no,96.3,87.5,Nocturnal,3,5
Tropidophorus_noggei,18.17,no,110.2,101.6,Nocturnal,2,7
Tropidophorus_partelloi,7.66,yes,127,126.5,Cathemeral,5,5
Tropidophorus_perplexus,4.24,yes,73,NA,Diurnal,NA,NA
Tropidophorus_robinsoni,10.55,no,75,61.5,Diurnal,4,5
Tropidophorus_sebi,1.59,yes,85.9,84.9,NA,NA,NA
Tropidophorus_sinicus,23.08,no,71,64.1,Nocturnal,3,9
Tropidophorus_thai,18.71,no,80,NA,Diurnal,NA,NA
Tropidosaura_cottrelli,-29.42,no,72.3,NA,NA,3,5
Tropidosaura_essexi,-29.21,no,52,NA,NA,2,2
Tropidosaura_gularis,-33.78,no,62,NA,Diurnal,4,8
Tropidosaura_montana,-30.11,no,66,53.5,Diurnal,4,5
Tropidoscincus_aubrianus,-21.27,yes,121.5,NA,Diurnal,NA,NA
Tropidoscincus_boreus,-21.11,yes,95,NA,Diurnal,2,3
Tropidoscincus_variabilis,-21.87,yes,95,78.2,Diurnal,2,4
Tropidurus_arenarius,-12.36,no,90,NA,NA,NA,NA
Tropidurus_bogerti,5.3,no,92,70.2,Diurnal,1,1
Tropidurus_callathelys,-14.3,no,98,65.4,Diurnal,2,2
Tropidurus_catalanensis,-26.93,no,132.4,80,Diurnal,NA,NA
Tropidurus_chromatops,-14.34,no,109,75.2,Diurnal,4,5
Tropidurus_cocorobensis,-10.07,no,74.6,62.6,Diurnal,2,4
Tropidurus_erythrocephalus,-11.41,no,84.2,64.1,Diurnal,2,2
Tropidurus_etheridgei,-20.61,no,115,61.6,Diurnal,3,9
Tropidurus_guarani,-18.44,no,115,73.8,Diurnal,1,3
Tropidurus_helenae,-8.75,no,70,NA,Diurnal,NA,NA
